log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
3000,5,58,5,3322.6838,11158.5800,0.00,112.61,0.58,-127.00,24.37,400,0,-1.62,0.14,10.12,-0.14,0.11,-0.66,0.14,0.55,-1.02,
6000,5,58,7,3322.6848,11158.5781,180.80,84.69,0.53,-127.00,24.37,400,0,-1.59,0.14,10.07,-0.14,0.11,-0.65,0.17,0.29,-0.97,
9000,5,58,9,3322.6853,11158.5771,180.70,76.21,0.60,-127.00,24.37,405,0,-1.56,0.16,10.07,-0.14,0.10,-0.67,0.23,0.31,-0.82,
12000,5,58,11,3322.6857,11158.5761,180.70,85.27,0.66,-127.00,24.37,400,0,-1.56,0.15,10.06,-0.15,0.11,-0.65,0.10,0.23,-1.06,
15000,5,58,13,3322.6857,11158.5742,180.70,98.94,0.76,-127.00,24.37,400,0,-1.53,0.12,10.02,-0.15,0.10,-0.65,0.01,0.31,-1.12,
18000,5,58,15,3322.6865,11158.5722,180.70,92.75,0.76,-127.00,24.37,400,0,-1.52,0.12,10.09,-0.14,0.10,-0.65,0.14,0.19,-1.04,
21000,5,58,17,3322.6870,11158.5712,180.70,90.70,0.79,-127.00,24.37,400,0,-1.18,-0.47,9.59,-0.15,0.08,-0.67,-0.61,-1.09,-1.45,
24000,5,58,19,3322.6870,11158.5712,180.70,99.10,0.73,-127.00,24.37,400,0,-1.48,0.13,10.11,-0.15,0.09,-0.67,0.24,0.20,-1.22,
27000,5,58,21,3322.6870,11158.5703,180.70,104.10,0.67,-127.00,24.37,418,2,-1.51,0.09,10.07,-0.15,0.10,-0.66,0.19,0.12,-1.91,
30000,5,58,23,3322.6870,11158.5703,180.80,108.66,0.58,-127.00,24.37,418,2,-1.56,0.13,10.13,-0.16,0.10,-0.66,-0.15,0.31,-0.87,
33000,5,58,25,3322.6870,11158.5703,180.80,109.30,0.45,-127.00,24.37,400,0,-1.58,0.16,10.06,-0.15,0.09,-0.66,0.24,0.32,-0.83,
36000,5,58,27,3322.6870,11158.5703,180.80,105.00,0.35,-127.00,24.37,400,0,-1.58,0.14,10.08,-0.16,0.09,-0.68,0.01,0.02,-0.69,
