log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
3000,0,0,0,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.50,0,0,-1.44,-0.16,10.09,-0.07,0.19,-0.53,-0.49,0.10,-1.04,
6000,6,1,1,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.50,400,0,-1.51,-0.32,10.13,-0.07,0.19,-0.54,-0.31,0.24,-0.86,
9000,6,1,4,0.0000,0.0000,0.00,123.10,1.15,-127.00,24.44,714,47,-1.47,-0.35,10.08,-0.08,0.19,-0.54,-0.16,0.35,-0.91,
12000,6,1,6,0.0000,0.0000,0.00,129.86,0.99,-127.00,24.44,435,5,-1.48,-0.31,10.23,-0.07,0.19,-0.54,0.03,0.09,-0.81,
15000,6,1,7,0.0000,0.0000,0.00,171.23,0.48,-127.00,24.50,428,4,-1.48,-0.32,10.12,-0.07,0.20,-0.53,0.21,0.33,-0.96,
18000,6,1,9,0.0000,0.0000,0.00,195.46,0.60,-127.00,24.50,492,14,-1.48,-0.30,10.12,-0.08,0.19,-0.53,-0.17,0.33,-0.88,
21000,6,1,10,0.0000,0.0000,0.00,184.27,0.75,-127.00,24.50,454,8,-1.45,-0.32,10.21,-0.07,0.21,-0.52,0.18,-0.01,-1.18,
24000,6,1,12,0.0000,0.0000,0.00,187.42,0.76,-127.00,24.50,804,61,-1.47,-0.32,10.05,-0.07,0.20,-0.53,0.21,0.25,-0.91,
27000,6,1,13,0.0000,0.0000,0.00,189.29,0.59,-127.00,24.50,454,8,-1.43,-0.27,10.11,-0.07,0.20,-0.53,-0.12,0.43,-0.85,
30000,6,1,15,0.0000,0.0000,0.00,189.47,0.59,-127.00,24.50,454,8,-1.43,-0.31,10.03,-0.08,0.20,-0.53,-0.36,0.12,-0.99,
33000,6,1,16,0.0000,0.0000,0.00,183.15,0.41,-127.00,24.50,481,12,-1.44,-0.28,10.11,-0.07,0.20,-0.53,0.17,0.54,-0.84,
36000,6,1,18,0.0000,0.0000,0.00,195.55,0.34,-127.00,24.50,481,12,-1.44,-0.32,10.02,-0.07,0.20,-0.52,0.10,0.10,-0.82,
39000,6,1,19,0.0000,0.0000,0.00,237.30,0.23,-127.00,24.50,413,1,-1.49,-0.32,10.08,-0.08,0.19,-0.54,0.05,0.26,-0.95,
42000,6,1,21,0.0000,0.0000,0.00,262.18,0.32,-127.00,24.50,508,16,-1.45,-0.31,10.13,-0.08,0.20,-0.52,0.11,0.29,-0.79,
45000,6,1,22,0.0000,0.0000,0.00,209.83,0.21,-127.00,24.50,454,8,-1.42,-0.17,10.03,-0.07,0.19,-0.53,0.03,0.31,-1.01,
48000,6,1,24,0.0000,0.0000,0.00,255.10,0.26,-127.00,24.50,464,9,-1.43,-0.31,10.03,-0.07,0.21,-0.53,0.03,0.23,-0.91,
51000,6,1,25,0.0000,0.0000,0.00,308.11,0.05,-127.00,24.50,422,3,-1.47,-0.33,10.08,-0.08,0.18,-0.54,0.16,0.06,-0.92,
54000,6,1,27,0.0000,0.0000,0.00,209.97,0.03,-127.00,24.50,454,8,-1.46,-0.30,10.10,-0.07,0.19,-0.54,-0.31,0.44,-0.82,
57000,6,1,28,0.0000,0.0000,0.00,237.18,0.12,-127.00,24.50,443,6,-1.44,-0.33,10.16,-0.08,0.19,-0.52,-0.03,0.16,-0.85,
60000,6,1,30,0.0000,0.0000,0.00,224.07,0.10,-127.00,24.50,445,6,-1.45,-0.33,10.06,-0.07,0.19,-0.52,0.47,0.27,-0.93,
63000,6,1,31,0.0000,0.0000,0.00,206.55,0.33,-127.00,24.50,422,3,-1.44,-0.24,10.12,-0.07,0.19,-0.52,0.07,0.39,-0.82,
