log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
3000,23,59,53,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,400,0,-1.53,0.12,10.16,-0.14,0.09,-0.69,0.26,0.22,-0.81,
6000,23,59,55,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,400,0,-1.53,0.11,10.07,-0.15,0.10,-0.67,0.17,0.44,-0.83,
9000,23,59,56,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,403,0,-1.53,0.13,10.14,-0.15,0.08,-0.67,-0.09,0.41,-0.75,
12000,23,59,58,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,400,0,-1.54,0.12,10.09,-0.15,0.09,-0.69,0.14,0.24,-1.10,
15000,23,59,59,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,400,0,-1.49,0.13,10.09,-0.14,0.09,-0.67,0.10,0.11,-0.91,
18000,0,0,1,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,452,7,-1.51,0.10,10.15,-0.16,0.09,-0.68,0.22,0.17,-0.91,
21000,0,0,2,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,428,4,-1.48,0.13,9.81,-0.15,0.09,-0.68,0.76,1.93,-0.87,
24000,0,0,4,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,443,6,-1.38,0.66,9.57,-0.13,0.11,-0.66,-11.30,-16.64,26.50,
27000,5,59,2,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,428,4,-1.43,0.01,9.98,-0.09,0.18,-0.52,0.52,0.49,-1.41,
30000,5,59,4,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,442,6,-1.69,0.13,9.80,-0.11,0.18,-0.52,0.28,0.40,-0.80,
33000,5,59,5,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,439,5,-1.58,-0.14,10.00,-0.07,0.19,-0.51,2.91,0.39,7.57,
36000,5,59,7,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,495,14,-1.47,-0.50,10.20,-0.08,0.20,-0.54,1.49,0.44,-1.37,
39000,5,59,8,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,476,11,-1.37,-0.40,10.14,-0.08,0.20,-0.52,-0.38,-0.16,-0.98,
42000,5,59,10,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,414,2,-1.44,-0.34,10.14,-0.08,0.20,-0.51,-2.14,0.43,-0.83,
45000,5,59,11,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,424,3,-1.47,-0.32,10.11,-0.08,0.20,-0.52,0.04,0.15,-0.95,
48000,5,59,13,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,476,11,-1.65,-0.32,9.84,-0.07,0.20,-0.52,1.81,0.03,-1.15,
51000,5,59,14,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,451,7,-1.45,-0.32,10.16,-0.07,0.20,-0.52,0.27,0.22,-0.87,
54000,5,59,16,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.37,451,7,-1.48,-0.32,10.07,-0.07,0.20,-0.51,-0.03,0.11,-0.92,
57000,5,59,17,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,405,0,-1.43,-0.30,10.00,-0.08,0.20,-0.52,0.25,-0.50,-1.05,
60000,5,59,19,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,463,9,-1.48,-0.31,10.18,-0.07,0.21,-0.51,-0.03,0.50,-0.95,
63000,5,59,20,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,442,6,-1.47,-0.31,10.09,-0.08,0.20,-0.52,0.18,0.42,-0.59,
66000,5,59,22,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,445,6,-1.45,-0.33,10.20,-0.09,0.20,-0.53,-0.06,0.25,-1.02,
69000,5,59,23,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,416,2,-1.46,-0.31,10.12,-0.07,0.20,-0.52,0.01,0.17,-0.85,
72000,5,59,25,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,488,13,-1.49,-0.19,10.09,-0.08,0.20,-0.52,0.03,0.08,-0.88,
75000,5,59,26,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,445,6,-1.33,-1.15,9.55,-0.08,0.20,-0.53,-18.71,12.16,-3.71,
78000,5,59,28,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,451,7,-2.04,0.19,9.97,-0.10,0.18,-0.51,0.52,-16.51,-0.41,
81000,5,59,29,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,400,0,-1.48,0.06,10.12,-0.07,0.20,-0.52,0.03,0.34,-0.99,
84000,5,59,31,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,496,14,-1.48,0.03,10.09,-0.07,0.19,-0.51,0.19,0.22,-1.09,
87000,5,59,32,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,461,9,-1.48,0.05,10.10,-0.08,0.19,-0.51,0.16,0.12,-1.00,
90000,5,59,34,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,475,11,-1.41,0.05,10.13,-0.08,0.19,-0.52,0.05,0.11,-0.88,
93000,5,59,35,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,452,7,-1.46,0.00,10.09,-0.07,0.19,-0.52,0.28,0.21,-0.98,
96000,5,59,37,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,527,19,-1.44,0.04,10.14,-0.08,0.19,-0.52,0.37,0.26,-0.69,
99000,5,59,38,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,457,8,-1.48,0.02,10.10,-0.08,0.19,-0.52,-0.12,-0.08,-0.96,
102000,5,59,40,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,478,11,-1.46,0.02,10.09,-0.07,0.19,-0.52,0.14,0.27,-0.84,
105000,5,59,41,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,443,6,-1.52,-0.09,9.96,-0.08,0.19,-0.52,-4.37,0.22,-0.45,
108000,5,59,43,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,496,14,-1.46,-0.10,9.91,-0.09,0.18,-0.52,4.59,0.16,-1.14,
111000,5,59,44,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.44,478,11,-1.49,0.18,10.31,-0.10,0.18,-0.52,0.30,-0.53,-0.75,
