log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
3000,0,0,0,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.94,0,0,-1.68,-0.69,10.00,-0.00,0.48,-0.37,0.20,0.11,-1.01,
6000,6,33,23,3322.6618,11158.5351,266.30,300.98,0.41,-127.00,24.94,400,0,-1.70,-0.70,9.96,-0.00,0.49,-0.38,-0.19,0.02,-1.42,
9000,6,33,25,3322.6621,11158.5351,266.40,336.62,0.20,-127.00,24.94,400,0,-1.68,-0.66,9.97,-0.00,0.49,-0.38,0.04,0.28,-1.08,
12000,6,33,27,3322.6621,11158.5361,266.40,329.72,0.19,-127.00,24.94,400,0,-1.73,-0.68,9.91,0.00,0.48,-0.38,0.32,0.30,-1.08,
15000,6,33,29,3322.6623,11158.5361,266.40,328.68,0.17,-127.00,24.87,643,37,-1.81,-0.64,10.05,-0.00,0.48,-0.37,0.18,0.01,-1.24,
18000,6,33,31,3322.6623,11158.5361,266.50,359.99,0.17,-127.00,24.87,400,0,-1.69,-0.71,10.05,0.01,0.48,-0.37,0.11,0.10,-1.29,
21000,6,33,33,3322.6623,11158.5361,266.50,310.11,0.15,-127.00,24.94,605,31,-1.67,-0.69,9.93,0.01,0.48,-0.39,-0.15,0.03,-1.13,
24000,6,33,35,3322.6625,11158.5361,266.50,292.81,0.37,-127.00,24.87,649,37,-1.75,-0.68,9.95,-0.00,0.49,-0.39,0.09,0.20,-1.10,
27000,6,33,37,3322.6625,11158.5361,266.60,316.41,0.48,-127.00,24.87,548,22,-1.71,-0.68,9.97,0.00,0.48,-0.38,0.20,0.13,-0.85,
30000,6,33,39,3322.6628,11158.5361,266.60,322.12,0.35,-127.00,24.87,605,31,-1.74,-0.69,10.01,0.00,0.49,-0.37,0.27,0.34,-0.97,
33000,6,33,41,3322.6628,11158.5361,266.60,282.32,0.14,-127.00,24.87,487,13,-1.70,-0.68,9.95,0.00,0.49,-0.38,0.20,0.21,-1.15,
36000,6,33,43,3322.6628,11158.5361,266.70,303.21,0.17,-127.00,24.87,459,8,-1.73,-0.68,10.02,-0.00,0.49,-0.39,-0.04,0.09,-1.01,
39000,6,33,45,3322.6630,11158.5361,266.70,299.05,0.18,-127.00,24.87,480,12,-1.68,-0.68,9.85,-0.01,0.48,-0.38,-0.18,0.04,-0.86,
42000,6,33,47,3322.6630,11158.5361,266.70,317.10,0.09,-127.00,24.87,441,6,-1.84,-0.68,9.95,-0.00,0.49,-0.37,0.01,0.37,-0.88,
45000,6,33,49,3322.6630,11158.5371,266.70,355.43,0.11,-127.00,24.81,487,13,-1.71,-0.71,9.99,-0.01,0.48,-0.38,0.03,0.17,-0.97,
48000,6,33,51,3322.6630,11158.5361,266.70,91.71,0.15,-127.00,24.87,493,14,-1.70,-0.64,9.95,0.01,0.49,-0.38,0.31,0.15,-1.12,
51000,6,33,53,3322.6630,11158.5361,266.80,257.61,0.05,-127.00,24.81,586,28,-1.69,-0.72,9.93,0.00,0.48,-0.38,0.24,-0.08,-1.20,
54000,6,33,55,3322.6630,11158.5361,266.80,21.19,0.15,-127.00,24.81,580,27,-1.72,-0.68,10.03,0.01,0.48,-0.38,0.14,0.31,-1.09,
57000,6,33,57,3322.6633,11158.5361,266.80,1.41,0.23,-127.00,24.81,561,24,-1.70,-0.66,10.03,-0.00,0.49,-0.39,0.03,0.43,-1.09,
60000,6,33,59,3322.6635,11158.5361,266.80,27.75,0.23,-127.00,24.81,400,0,-1.72,-0.66,10.02,-0.00,0.47,-0.38,0.22,0.14,-0.88,
63000,6,34,1,3322.6635,11158.5361,266.90,352.50,0.22,-127.00,24.81,566,25,-1.67,-0.71,9.92,0.01,0.49,-0.38,0.28,0.36,-1.07,
66000,6,34,3,3322.6638,11158.5361,266.90,341.14,0.24,-127.00,24.81,560,24,-1.72,-0.68,9.95,-0.00,0.49,-0.37,-0.09,0.21,-1.01,
