log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
3000,0,0,0,0.0000,0.0000,0.00,0.00,0.00,-127.00,24.19,0,0,-1.56,0.12,10.09,-0.14,0.11,-0.65,0.38,0.46,-0.82,
6000,5,51,15,3322.6887,11158.5693,179.60,120.44,0.25,-127.00,24.19,400,0,-1.57,0.12,10.07,-0.14,0.11,-0.65,0.21,-0.20,-1.08,
9000,5,51,17,3322.6887,11158.5693,179.60,88.10,0.14,-127.00,24.19,400,0,-1.51,0.14,10.16,-0.14,0.10,-0.64,0.20,2.21,-0.74,
12000,5,51,19,3322.6887,11158.5683,179.60,70.46,0.06,-127.00,24.19,400,0,-1.53,0.11,10.08,-0.14,0.11,-0.65,0.18,0.44,-0.84,
15000,5,51,21,3322.6887,11158.5683,179.70,341.65,0.16,-127.00,24.19,400,0,-1.56,0.10,10.06,-0.14,0.11,-0.65,0.16,0.15,-0.87,
18000,5,51,23,3322.6889,11158.5683,179.70,330.15,0.12,-127.00,24.19,421,3,-1.56,0.12,10.09,-0.14,0.10,-0.65,0.23,0.05,-0.72,
21000,5,51,25,3322.6889,11158.5693,179.70,258.66,0.06,-127.00,24.19,400,0,-1.56,0.12,10.04,-0.15,0.10,-0.65,0.37,0.00,-0.83,
24000,5,51,27,3322.6889,11158.5693,179.70,37.72,0.05,-127.00,24.19,420,3,-1.58,0.13,10.10,-0.14,0.11,-0.65,0.17,0.24,-0.82,
27000,5,51,29,3322.6889,11158.5693,179.70,62.42,0.07,-127.00,24.19,400,0,-1.44,0.11,10.10,-0.14,0.10,-0.65,-0.14,0.10,-0.82,
30000,5,51,31,3322.6889,11158.5693,179.70,328.52,0.05,-127.00,24.19,400,0,-1.51,0.19,10.39,-0.14,0.10,-0.64,0.14,0.42,-0.97,
33000,5,51,33,3322.6889,11158.5693,179.70,297.49,0.11,-127.00,24.19,439,5,-1.56,0.11,9.96,-0.14,0.10,-0.65,0.18,0.14,-0.56,
36000,5,51,35,3322.6889,11158.5693,179.70,280.51,0.30,-127.00,24.19,400,0,-1.51,0.12,10.03,-0.14,0.09,-0.65,0.18,0.23,-0.54,
39000,5,51,37,3322.6889,11158.5693,179.70,284.66,0.36,-127.00,24.19,459,8,-1.52,0.13,10.10,-0.15,0.11,-0.64,0.14,0.35,-0.68,
42000,5,51,39,3322.6892,11158.5693,179.70,293.21,0.17,-127.00,24.25,459,8,-1.57,0.11,9.98,-0.14,0.11,-0.65,0.11,0.35,-0.88,
45000,5,51,41,3322.6892,11158.5703,179.70,281.39,0.25,-127.00,24.25,473,11,-1.60,0.14,10.14,-0.14,0.10,-0.65,0.10,0.30,-0.90,
48000,5,51,43,3322.6892,11158.5703,179.70,298.88,0.39,-127.00,24.25,426,3,-1.56,0.10,10.14,-0.14,0.11,-0.66,0.11,0.31,-0.81,
51000,5,51,45,3322.6892,11158.5703,179.70,306.92,0.49,-127.00,24.25,417,2,-1.62,0.15,10.10,-0.14,0.10,-0.65,0.19,0.14,-1.07,
54000,5,51,47,3322.6894,11158.5703,179.70,308.48,0.64,-127.00,24.25,444,6,-1.54,0.11,10.12,-0.14,0.10,-0.66,0.28,0.17,-0.63,
57000,5,51,49,3322.6899,11158.5732,179.70,303.70,0.74,-127.00,24.25,456,8,-1.60,0.14,10.17,-0.14,0.09,-0.66,0.25,0.54,-0.67,
60000,5,51,51,3322.6901,11158.5751,179.80,300.83,0.67,-127.00,24.25,400,0,-1.54,0.14,10.07,-0.14,0.10,-0.66,0.14,0.19,-0.80,
63000,5,51,53,3322.6909,11158.5771,179.80,300.78,0.73,-127.00,24.25,459,8,-1.55,0.13,10.11,-0.14,0.10,-0.65,0.24,0.26,-0.68,
66000,5,51,55,3322.6914,11158.5781,179.80,302.31,0.70,-127.00,24.25,456,8,-1.57,0.14,10.09,-0.14,0.11,-0.64,0.09,0.29,-1.05,
69000,5,51,57,3322.6918,11158.5800,179.90,296.21,0.64,-127.00,24.25,481,12,-1.54,0.14,10.04,-0.14,0.10,-0.65,0.23,0.33,-0.74,
72000,5,51,59,3322.6918,11158.5810,179.90,305.23,0.48,-127.00,24.25,500,15,-1.56,0.12,10.12,-0.14,0.11,-0.66,0.22,0.17,-0.97,
75000,5,52,1,3322.6921,11158.5820,179.90,289.56,0.32,-127.00,24.25,500,15,-1.56,0.11,10.09,-0.13,0.10,-0.65,-0.04,0.26,-0.88,
78000,5,52,3,3322.6921,11158.5820,179.90,304.15,0.35,-127.00,24.25,492,14,-1.54,0.13,9.99,-0.14,0.11,-0.66,0.09,0.10,-0.83,
81000,5,52,5,3322.6923,11158.5820,180.00,299.51,0.50,-127.00,24.25,492,14,-1.53,0.13,10.08,-0.14,0.11,-0.65,0.38,0.26,-0.88,
84000,5,52,7,3322.6923,11158.5830,180.00,292.99,0.39,-127.00,24.25,497,14,-1.54,0.14,10.14,-0.15,0.11,-0.65,0.10,0.21,-0.91,
87000,5,52,9,3322.6923,11158.5830,180.00,281.21,0.35,-127.00,24.25,496,14,-1.53,0.15,10.04,-0.14,0.10,-0.65,0.31,0.37,-0.70,
90000,5,52,11,3322.6926,11158.5830,180.00,302.50,0.43,-127.00,24.25,527,19,-1.55,0.13,10.26,-0.15,0.10,-0.67,0.25,0.38,-0.82,
93000,5,52,13,3322.6926,11158.5830,180.00,311.86,0.36,-127.00,24.25,546,22,-1.55,0.11,10.08,-0.14,0.11,-0.65,0.17,0.25,-0.53,
96000,5,52,15,3322.6928,11158.5839,180.00,299.52,0.27,-127.00,24.25,549,22,-1.53,0.13,10.11,-0.15,0.11,-0.65,0.05,0.08,-0.73,
99000,5,52,17,3322.6928,11158.5839,180.00,300.08,0.20,-127.00,24.25,555,23,-1.53,0.09,10.12,-0.14,0.10,-0.64,0.05,0.30,-0.90,
102000,5,52,19,3322.6928,11158.5839,180.00,297.04,0.28,-127.00,24.25,564,24,-1.55,0.14,10.17,-0.14,0.10,-0.65,0.07,0.15,-0.86,
105000,5,52,21,3322.6931,11158.5839,180.00,300.24,0.25,-127.00,24.25,638,36,-1.60,0.12,10.09,-0.14,0.11,-0.66,0.24,0.32,-0.62,
108000,5,52,23,3322.6931,11158.5839,180.00,278.09,0.23,-127.00,24.25,997,90,-1.55,0.12,10.16,-0.13,0.10,-0.65,-0.02,0.31,-0.80,
111000,5,52,25,3322.6931,11158.5839,180.00,309.11,0.15,-127.00,24.25,1009,92,-1.55,0.12,10.06,-0.15,0.11,-0.66,0.28,0.21,-0.81,
114000,5,52,27,3322.6931,11158.5839,180.00,317.83,0.22,-127.00,24.25,1019,94,-1.52,0.12,10.12,-0.13,0.11,-0.66,0.31,0.37,-0.61,
117000,5,52,29,3322.6931,11158.5839,180.00,316.04,0.06,-127.00,24.25,1019,94,-1.57,0.12,10.08,-0.14,0.11,-0.65,0.15,0.40,-0.91,
120000,5,52,31,3322.6931,11158.5839,180.00,203.24,0.14,-127.00,24.25,1110,108,-1.53,0.13,10.16,-0.14,0.10,-0.66,0.32,0.10,-0.97,
123000,5,52,33,3322.6931,11158.5849,180.00,167.79,0.27,-127.00,24.25,1053,99,-1.54,0.12,10.04,-0.13,0.10,-0.67,0.57,0.17,-0.75,
126000,5,52,35,3322.6928,11158.5839,180.00,196.30,0.24,-127.00,24.25,1099,106,-1.47,0.12,10.16,-0.15,0.10,-0.65,0.44,0.46,-0.72,
129000,5,52,37,3322.6928,11158.5849,180.00,216.36,0.35,-127.00,24.25,834,66,-1.55,0.13,10.12,-0.14,0.10,-0.65,0.33,0.17,-0.96,
132000,5,52,39,3322.6926,11158.5849,180.00,208.05,0.49,-127.00,24.25,759,54,-1.58,0.12,10.15,-0.14,0.10,-0.66,0.40,0.40,-1.01,
135000,5,52,41,3322.6923,11158.5849,180.00,198.50,0.52,-127.00,24.25,719,48,-1.41,0.15,10.00,-0.15,0.10,-0.66,0.28,0.30,-0.89,
138000,5,52,43,3322.6921,11158.5849,180.00,199.56,0.43,-127.00,24.25,719,48,-1.52,0.14,10.16,-0.14,0.11,-0.65,0.24,0.20,-0.93,
141000,5,52,45,3322.6918,11158.5849,180.00,173.89,0.43,-127.00,24.25,697,45,-1.42,0.12,10.12,-0.14,0.09,-0.65,0.31,0.23,-0.88,
144000,5,52,47,3322.6914,11158.5849,180.00,174.77,0.28,-127.00,24.25,702,46,-1.50,0.13,10.04,-0.14,0.11,-0.64,0.27,0.10,-0.75,
147000,5,52,49,3322.6914,11158.5849,180.00,164.83,0.37,-127.00,24.25,702,46,-1.54,0.12,10.05,-0.15,0.10,-0.67,0.11,0.35,-0.83,
150000,5,52,51,3322.6911,11158.5849,180.00,159.45,0.40,-127.00,24.25,708,46,-1.66,0.15,10.11,-0.15,0.10,-0.66,-0.13,0.10,-0.94,
153000,5,52,53,3322.6909,11158.5849,180.00,188.02,0.42,-127.00,24.25,675,41,-1.60,0.13,10.06,-0.15,0.10,-0.66,0.18,0.19,-0.73,
156000,5,52,55,3322.6906,11158.5849,180.00,188.32,0.35,-127.00,24.25,688,43,-1.57,0.15,10.07,-0.15,0.10,-0.65,0.24,0.49,-1.09,
159000,5,52,57,3322.6904,11158.5849,180.00,191.48,0.51,-127.00,24.25,708,46,-1.58,0.15,10.04,-0.15,0.10,-0.65,0.22,0.11,-0.87,
162000,5,52,59,3322.6901,11158.5849,180.00,226.82,0.44,-127.00,24.31,697,45,-1.54,0.13,10.09,-0.14,0.09,-0.65,0.31,0.35,-0.73,
165000,5,53,1,3322.6901,11158.5849,180.00,207.55,0.41,-127.00,24.25,697,45,-1.54,0.11,10.10,-0.15,0.10,-0.66,0.15,0.19,-0.74,
168000,5,53,3,3322.6899,11158.5849,180.00,189.10,0.42,-127.00,24.25,702,46,-1.56,0.13,10.11,-0.14,0.11,-0.66,-0.01,0.41,-0.88,
171000,5,53,5,3322.6896,11158.5849,180.00,194.30,0.39,-127.00,24.31,702,46,-1.55,0.15,10.12,-0.15,0.10,-0.66,0.08,0.47,-0.81,
174000,5,53,7,3322.6894,11158.5849,180.00,181.46,0.43,-127.00,24.31,708,46,-1.61,0.13,10.04,-0.15,0.11,-0.66,0.15,-0.02,-0.99,
177000,5,53,9,3322.6892,11158.5849,180.00,149.54,0.31,-127.00,24.25,702,46,-1.51,0.14,10.08,-0.14,0.11,-0.66,0.17,0.31,-0.88,
180000,5,53,11,3322.6889,11158.5849,180.00,145.07,0.34,-127.00,24.31,708,46,-1.58,0.15,10.06,-0.14,0.11,-0.65,0.40,0.38,-0.83,
183000,5,53,13,3322.6889,11158.5849,180.00,145.35,0.33,-127.00,24.31,694,44,-1.56,0.13,10.14,-0.14,0.10,-0.66,-0.10,0.15,-0.85,
186000,5,53,15,3322.6887,11158.5849,180.00,169.79,0.25,-127.00,24.31,700,45,-1.57,0.14,10.14,-0.14,0.11,-0.65,0.08,0.17,-1.04,
189000,5,53,17,3322.6884,11158.5849,180.00,203.54,0.35,-127.00,24.31,700,45,-1.57,0.13,10.05,-0.15,0.10,-0.65,-0.17,0.34,-0.74,
192000,5,53,19,3322.6884,11158.5849,180.00,193.17,0.36,-127.00,24.31,700,45,-1.56,0.14,10.08,-0.15,0.10,-0.66,0.00,0.34,-0.86,
195000,5,53,21,3322.6882,11158.5849,180.00,190.10,0.34,-127.00,24.31,719,48,-1.57,0.12,10.04,-0.14,0.10,-0.65,0.32,0.30,-1.01,
198000,5,53,23,3322.6879,11158.5849,180.00,159.34,0.39,-127.00,24.31,719,48,-1.61,0.14,10.12,-0.14,0.10,-0.66,0.17,0.34,-1.02,
201000,5,53,25,3322.6877,11158.5849,180.00,185.26,0.33,-127.00,24.25,712,47,-1.52,0.12,10.06,-0.15,0.11,-0.64,0.18,0.07,-0.84,
204000,5,53,27,3322.6875,11158.5849,180.00,171.95,0.43,-127.00,24.31,732,50,-1.56,0.14,10.07,-0.14,0.11,-0.65,0.29,0.23,-0.74,
207000,5,53,29,3322.6875,11158.5849,180.00,189.61,0.39,-127.00,24.31,700,45,-1.55,0.13,10.16,-0.15,0.10,-0.66,-0.03,0.27,-0.74,
210000,5,53,31,3322.6870,11158.5849,180.00,199.96,0.23,-127.00,24.31,659,39,-1.57,0.12,10.12,-0.14,0.10,-0.65,0.08,0.25,-0.91,
213000,5,53,33,3322.6870,11158.5849,180.00,151.71,0.39,-127.00,24.31,659,39,-1.58,0.14,10.08,-0.14,0.10,-0.65,0.15,0.21,-0.84,
216000,5,53,35,3322.6867,11158.5849,180.00,166.38,0.36,-127.00,24.31,517,17,-1.56,0.11,10.13,-0.15,0.10,-0.65,0.22,0.27,-0.81,
219000,5,53,37,3322.6865,11158.5849,180.00,175.49,0.32,-127.00,24.31,607,31,-1.52,0.13,10.13,-0.13,0.10,-0.65,0.33,0.25,-0.67,
222000,5,53,39,3322.6865,11158.5849,180.10,161.63,0.26,-127.00,24.31,637,36,-1.56,0.13,10.06,-0.14,0.10,-0.65,0.17,0.10,-1.00,
225000,5,53,41,3322.6860,11158.5839,180.10,149.80,0.29,-127.00,24.31,652,38,-1.57,0.12,10.10,-0.14,0.10,-0.66,-0.01,0.23,-0.79,
228000,5,53,43,3322.6857,11158.5839,180.10,155.10,0.41,-127.00,24.31,659,39,-1.64,0.18,9.93,-0.15,0.10,-0.65,0.01,0.24,-0.95,
231000,5,53,45,3322.6855,11158.5830,180.10,155.24,0.34,-127.00,24.31,659,39,-1.56,0.13,10.12,-0.14,0.10,-0.65,0.41,0.30,-0.75,
234000,5,53,47,3322.6855,11158.5820,180.20,142.41,0.35,-127.00,24.31,659,39,-1.58,0.14,10.09,-0.15,0.10,-0.65,-0.06,0.16,-0.88,
237000,5,53,49,3322.6853,11158.5820,180.20,146.26,0.31,-127.00,24.31,645,37,-1.58,0.16,10.13,-0.14,0.09,-0.66,0.63,0.40,-1.05,
240000,5,53,51,3322.6853,11158.5810,180.20,147.82,0.31,-127.00,24.31,659,39,-1.51,0.12,10.11,-0.15,0.10,-0.66,0.01,0.37,-0.75,
